Q,A,label
학교 폭력 피해자는 사과 받지 못한다는 신문 기사를 봤어. 보는 내내 가해자의 태도 때문에 기분이 나빴어.,그런 상황을 변화시키기 위해서 어떤 일을 할 수 있을까요?,1
애들한테 말을 걸어도 답해주지 않고 나한테 아무도 말을 걸지 않아.,이 상황을 변화시키기 위해서 시도해 볼 수 있는 일들이 어떤 것이 있을까요?,1
좋아하는 사람이 있었지만 결혼은 족쇄라 생각했어.,결혼이 족쇄라 생각했지만 이제 쓸쓸한 마음이군요. 어떻게 하면 지금보다 기분이 나아질 수 있을까요?,1
결혼을 안 해서 자식도 손자도 없어서 다른 노인들이 부러워.,다른 노인과 달리 자식과 손자가 없어서 부럽고 슬픈 마음이 드시는군요.,1
응. 그런데 학교에 다니지 않으면 어떻게 할지 모르겠어.,이런 상황에서 할 수 있는 일에는 무엇이 있을까요?,1
친한 친구랑 다른 길을 갈까 봐 두려워.,친한 친구와 다른 길을 가는게 싫으시군요. 앞으로 어떻게 하실 생각인가요?,1
많이 실망했어. 선생님이 그렇게 단호하게 말씀하실 줄은 몰랐어.,지금의 기분에서 조금이라도 벗어날 방법은 무엇이 있을까요?,1
나는 그 아이들보다 더 열심히 한다고 했는데 안 되네.,더 열심히 해도 안되는군요. 이 상황을 극복하기 위해 할 수 있는 일에는 어떤 것이 있을까요?,1
나는 연애를 안 해서 다른 이야기를 나누고 싶었어.,이전에 이런 경험이 있나요? 있었다면 어떻게 하셨나요?,1
응. 나만 아무 말 없이 혼자 앉아있기만 해.,혼자 아무말 없이 앉아계시는군요. 그런 상황에서 할 수 있는 일에는 어떤 것이 있을까요?,1
이런 경우가 없었는데 갑자기 이러니 정말 속상해.,지금의 기분을 벗어나기 위해 할 수 있는 일은 무엇이 있을까요?,1
응. 내가 대하기 어려운 상사라서 더 당황스러워.,지금 당황스러움을 해결하기 위한 좋은 방법이 있을까요?,1
약속 장소를 잘못 알려준 친구도 원망스러워.,지금 안 좋은 마음을 달래줄 사람은 누가 있을까요?,1
노후대책으로 중요한 국민연금인데 연금 혜택이 없어 걱정이야.,지금 기분을 떨쳐버리기 위해 해볼 수 있는 방법은 무엇이 있을까요?,1
응. 나는 가족들을 위해 희생했는데 가족들은 도와주지 않네.,그 분노감에서 벗어나려면 무엇을 하면 좋을까요?,1
아이들 교육비도 많이 들고 돈 쓸 일이 끝이 없는데 노후대비라니 서글퍼.,당신의 마음을 달래줄 방법은 무엇이 있을까요?,1
퇴사하면 당장 월급이 안 들어오는데 어떻게 살아야 할지 막막해.,퇴사한 뒤가 불안하고 노후준비가 걱정이 되는군요.,1
몸도 마음도 늙어가는 것 같아 속상해.,이 상황을 극복하기 위한 방법에는 무엇이 있을까요?,1
아들이 알면 걱정할까 봐 내 병을 아들에게 말 못하고 있어.,이 상황을 극복하기 위해 할 수 있는 일에는 어떤 것이 있을까요?,1
좀 더 조심하고 메뉴를 선택할걸 후회가 드네.,죄책감에서 어떻게 벗어날 수 있을까요?,1
아내가 상처를 받았을 거야.,아내의 기분이 나아지기 위한 방법에는 무엇이 있을까요?,1
난 정말 나쁜 남편이야. 아내에게 너무 미안해.,그 죄책감을 조금이라도 줄이려면 어떤 방법이 있을까요?,1
우리 집은 암 가족력이 있는데 자녀들은 그걸 몰라. 자녀들에게 병이 유전될까 두려워.,지금의 감정에서 벗어나기 위한 방법에는 무엇이 있을까요?,1
응. 아프기 전에 더 잘해줘야 했는데.,아프기 전에 잘해주지 못해서 후회되시는군요. 이 상황에서 할 수 있는 일에는 무엇이 있을까요?,1
아내는 제주도에 가고 싶다고 말했었는데 난 그냥 넘겼어.,아내에게 미안한 마음을 달랠 좋은 방법이 있을까요?,1
그런 행동은 나를 무시하는 거야. 남자친구는 나보다 게임을 더 좋아하는 것 같아.,이 상황을 해결하려면 어떻게 해야 할까요?,1
알고 보니 전날 폭음을 했다는데 미리 말을 해 주든가 정말 화가 나.,어떻게 하면 기분이 나아질까요?,1
수시로 전화해서 마치 감시 당하는 느낌도 들어.,이 상황을 극복하려면 어떻게 해야 할까요?,1
아침에 바쁜 건 이해하지만 아이의 울음소리를 시끄럽다고 하니까 짜증도 나.,이 상황에서 기분이 나아지려면 무엇을 해야 좋을까요?,1
아내가 동성애자라는 걸 최근에 알게 되었어. 아직도 믿을 수가 없어.,아내 분이 동성애자였다니 충격이 크셨겠어요.,1
충격을 받았는지 손발이 바들바들 떨리고 머리 속이 하얘져서 복도로 나왔어.,충격을 많이 받으셨군요.,1
아들 여자친구가 아들보다 열 살이나 많대. 너무 충격 받았어.,그렇군요. 어떻게 하실 생각인가요?,1
무슨 일이 생겨서 그런 건지 차마 물을 수가 없더라고.,무슨일인지 묻지 못할 분위기였군요. 이 상황을 어떻게 대처해야 좋을까요?,1
아내가 긴 생머리인 줄 알았는데 황당하네.,황당하셨겠군요. 이 상황을 어떻게 대처해야 좋을까요?,1
옛날에는 카네이션도 달아주고 선물도 주곤 했었는데. 이젠 다 컸다고 그러는지 원.,옛날보다 소홀해진 자식들에게 서운한 마음이신가 봐요.,1
아내는 기다려 보자고 하는데 자꾸 마음이 조급해. 내가 어떻게 키웠는데.,화가 많이 나신 것 같은데 어떻게 해야 화가 풀리실 수 있을까요?,1
내가 늙어서 유행을 모른다고 생각하는 것 같아.,이 상황을 어떻게 대처해야 좋을까요?,1
우리 회사는 직원한테 인간적인 대우를 해 주지 않아. 이런 회사에 환멸이 나.,인간적 대우를 하지 않는 회사에 환멸이 나셨군요. 어떻게 하면 좋을까요?,1
취업 성공 수기를 읽어 보면 다들 완벽한 사람들 같아. 실패한 적도 없어서 나와 비교가 돼.,나와 비교가 되서 속상하셨군요. 이 상황을 변화시킬 방법에는 무엇이 있을까요?,1
내가 생각했던 것과는 달리 회사가 체계도 없고 온갖 비리가 많은 걸 알게 되었어.,입사를 한 회사가 생각과는 많이 달라 기분이 안 좋으시군요. 앞으로 어떻게 하는 게 좋을까요?,1
우리 회사 사장은 선배든 후배든 커피는 무조건 여자가 타게 해.,커피는 여자가 타야 한다는 사장의 태도의 환멸을 느끼셨군요. 앞으로 어떻게 하고 싶으세요?,1
응. 그 팀장의 실체를 어떻게 밝힐지 고민 중이야.,팀장의 실체를 밝히고 싶군요. 좋은 방법에는 무엇이 있을까요?,1
응. 회사는 교묘한 방법으로 노조 설립을 방해하고 있어.,회사에서 방해하는 이 상황에서 할 수 있는 일은 무엇이 있을까요?,1
응. 그 사장 아들이 하는 건 일이라고 할 수도 없어. 그냥 노는 게 전부야.,일이 아닌 노는 것이 전부군요. 이 상황에서 할 수 있는 일에는 무엇이 있을까요?,1
나에게 여자라고 차별해서 대한 적이 없었는데 술에 취하니 안하무인이더라.,술에 취하니 안하무인이었군요. 기분이 안 좋으셨겠어요.,1
근데 너무 이것저것을 먹다 보면 오히려 안 좋을 것 같기도 해.,그럼 어떻게 하는 게 좋을까요?,1
나도 언제든지 죽을 수 있다는 불안감 때문에 정상적인 생활을 못 해.,그런 생각을 극복하기 위한 방법은 무엇이 있을까요?,1
응. 아빠가 혹시라도 극단적 선택을 하실까 봐 불안해.,이런 상황에서 할 수 있는 일은 무엇이 있을까요?,1
갱년기가 지난 언니 말을 들어 보면 많이 힘들 거라고 하더라고.,언니의 말을 듣고 더욱 불안하셨군요. 어떻게 하면 불안감을 좀 덜어내실 수 있을까요?,1
그러게 나도 이젠 갱년기라는 것이 믿어지지 않아.,지금의 상황에서 할 수 있는 일에는 무엇이 있을까요?,1
건강에 신경을 써 본 적이 없어서 당장 무엇부터 시작해야 할지 모르겠어.,이 상황을 변화시킬 방법에는 무엇이 있을까요?,1
갱년기에 접어든 친구들을 보면 체력이 급격하게 약해지더라고.,체력이 급격히 떨어질 것 같군요. 이 상황에서 할 수 있는 일에는 무엇이 있을까요?,1
정말 건강했는데 당뇨가 생겨서 고생하고 있는 언니를 보니 고민이 되더라고.,당뇨가 생긴 언니를 보고 불안하셨군요. 이 상황에서 할 수 있는 일에는 무엇이 있을까요?,1
내가 언니가 없고 오빠들만 있어서 가족들에게 조언받을 기회가 없어.,조언을 구할만한 다른 사람은 없을까요?,1
재산도 한 푼도 못 주겠다고 해. 그럼 난 치료를 어떻게 받으라는 건지 모르겠어.,정말 속상하고 화가 나시겠군요. 이 상황에서 할 수 있는 일은 무엇이 있을까요?,1
하루에도 몇 번씩 죽고 싶은 생각뿐이야.,죽고 싶은 생각까지 하고 계시는군요. 이 문제에 도움을 줄 사람이 있을까요?,1
병원에서 치매 초기 진단을 받았는데 자녀들이 벌써 나를 요양원에 보내려고 해.,자녀 분들에게 서운함을 많이 느끼시겠어요.,1
내가 자식들을 잘못 키운 것 같아서 슬프네.,앞으로 어떻게 하는 것이 좋을까요?,1
항암 치료가 너무 괴롭고 내 몸에 기운을 빼앗아 가기만 하는 것 같아. 포기하고 싶어.,치료를 포기하고 싶을 만큼 많이 힘드셨군요. 이 상황을 좀 더 나아지도록 할 수 있는 방법이 있을까요?,1
치료비가 중요하다 해도 말 한마디 위로 없이 돈부터 걱정하는 것은 아니지.,기분이 나아질 방법에는 무엇이 있을까요?,1
학교에서 친하게 지내는 친구도 없고 아무도 나에게 관심을 주지 않아.,친하게 지내는 친구가 없어 슬프시군요. 어떻게 하면 지금 기분보다 나아질 수 있을까요?,1
차라리 죽었으면 좋겠는데 죽는 게 무서워서 살고 있어.,이 상황을 극복하기 위해 할 수 있는 일은 어떤 것이 있을까요?,1
학교에 가면 아무도 나에게 말을 걸어 주지 않아. 혼자 있기가 너무 싫어.,혼자인 것이 많이 힘드시군요. 이 상황에서 해 볼 수 있는 일은 무엇이 있을까요?,1
좋은 일은 안 일어나고 힘든 일만 겹쳐서 죽고 싶다는 생각이 들어.,당신이 힘든 상황이라는 것을 아는 사람이 주변에 있나요?,1
내가 신청한 게 언젠데 왜 아직까지 일 처리가 안 된 거지? 너무 초조해.,예전에 이런 일이 있었을 때 어떻게 대처하셨나요?,1
아이들이 대학에 간 건 기쁜데 여윳돈이 부족해 적금을 깨야 할 것 같아 걱정이야.,적금을 해약해야 해서 걱정이 많으시군요. 어떻게 하면 지금 기분보다 더 나아질 수 있을까요?,1
집주인이 갑자기 전세금을 올려 주지 않으면 계약 연장을 하지 않을 테니 나가라고 하잖아.,이 문제를 해결하기 위해서 가장 먼저 해야 할 일은 무엇일까요?,1
이럴 줄 알았으면 조금 더 기다려 볼 걸 그랬어.,지금의 상황을 극복하기 위해 할 수 있는 일에는 무엇이 있을까요?,1
나을 수 있다고 하니 열심히 치료를 받고 있긴 한데 비용이 너무 많이 드네.,지금 상황을 해결하는 데 시도해 볼 수 있는 일들은 어떤 것이 있을까요?,1
내가 마련한 돈으로 내가 원하는 집은 절대 살 수 없다고 하네. 이제 여윳돈이 나올 곳도 없어.,걱정이 많으시겠어요. 지금 상황을 바꾸기 위해 시도해볼 수 있는 방법이 있나요?,1
돈 모으는 데 급급해서 보험을 소홀히 했더니 아내 위암을 치료하는 데 큰 돈을 써버렸지 뭐야.,많은 돈을 지출하셔서 부담을 느끼셨군요. ,1
내가 부모님을 모신 것처럼 나를 돌봐줄 자식이 없으니 걱정이 많아.,문제 해결에 도움을 줄 수 있는 다른 방안은 없을까요?,1
모아둔 돈을 아이들 유학 자금으로 모두 써버려서 나에게 쓸 돈이 한 푼도 없어.,이 문제를 해결하기 위해 해 볼 수 있는 일은 무엇이 있을까요?,1
나의 신용도가 너무 낮아서 더 이상 제일 금융권에서는 대출을 받을 수 없다고 하네.,걱정이 많이 되시겠어요. 이 문제를 해결하기 위해 앞으로 어떤 계획을 가지고 계신가요?,1
아침을 먹어야 건강에 좋다는데 아침을 안 먹어. 이유를 모르겠어.,이전에 이와 비슷한 상황이 있었을 때 어떻게 행동하셨나요?,1
응. 운동은 습관인데 너무 운동을 하지 않는 것 같아 걱정이 많이 됐거든.,지금 상황에서 할 수 있는 일에는 무엇이 있을까요?,1
아주 뿌듯했지. 자식들의 기쁜 표정이 아직도 선해.,지금의 그 기분을 간직할 수 있는 방법은 무엇이 있을까요?,1
성격이 싹싹하고 손이 빨라 일을 참 잘해.,성격이 좋고 일까지 잘해 마음에 쏙 드셨겠어요.,1
응. 밭에서 직접 수확한 작물을 먹고 자식들에게도 줄 수 있어 마음이 편해.,직접 수확한 작물을 가족들에게 나눠줄 수 있어서 무척 뿌듯하시겠어요.,1
내가 친구 중 한 명과 크게 다퉜는데 그 일 때문인 것 같아.,친구 한명과 싸운 것 때문이라고 생각하시는군요. 이 상황을 극복하기 위해 어떻게 해야 좋을까요?,1
근데 오늘은 나를 괴롭히지 않고 다른 친구를 괴롭히더라고.,내가 아닌 다른 친구를 괴롭혔군요. 이 상황에서 할 수 있는 일에는 무엇이 있을까요?,1
갑자기 왜 나한테 사과를 했는지 모르겠어. 친구가 무서워서 얘기를 제대로 듣지도 못했어.,사과하는 친구가 무서워서 제대로 물어보지도 못하셨군요. 이 상황에서 할 수 있는 일에는 무엇이 있을까요?,1
앞으로 어떻게 해야 할지 모르겠어.,고민되시겠어요. 이 상황에서 할 수 있는 일에는 무엇이 있을까요?,1
참으려고 했지만 너무 화가 나서 때리고 말았어.,너무 화가 나셨군요. 이 상황에서 할 수 있는 일에는 무엇이 있을까요?,1
친한 언니가 저번에도 돈을 빌리고는 안 갚더니 또 돈을 빌려 달라고 해서 거절했어.,돈 빌려달라는 걸 거절하셨군요. 이 상황에서 할 수 있는 일에는 무엇이 있을까요?,1
상당히 많은 돈이었는데 그 돈을 한 푼도 남기지 않고 동생에게 썼대.,하나도 남기지 않고 동생에게 돈을 다 써서 속상하시겠어요. 이 상황에서 할 수 있는 일에는 무엇이 있을까요?,1
내가 다이어트를 한다는 걸 알면서 번번이 친구들이 맛있는 음식을 추천하고 사진을 보내.,다이어트하는 걸 알면서도 친구들이 방해하는군요. 이 상황을 극복하기 위해 어떻게 해야 좋을까요?,1
응. 우연히 두 분이 대화하는 것을 들었는데 내심 많이 실망했다고 하시더라고.,실망했다고 하셨군요. 이 상황에서 할 수 있는 일에는 무엇이 있을까요?,1
어느 정도 비싸면 이해할 텐데 알고 보니 주위에서 제일 비싸더라고.,주변에서 제일 비싸군요. 이 상황에서 할 수 있는 일에는 무엇이 있을까요?,1
젊었을 때 미리 관리를 해야 했던 건데 많이 후회되네.,후회되는 감정을 극복하려면 어떻게 해야 좋을까요?,1
남편도 자식도 내 말을 다 무시해. 아무도 나를 이해해 주지 않아.,아무도 나를 이해해주지 않는 이 상황에서 할 수 있는 일에는 무엇이 있을까요?,1
이렇게 열심히 살아도 생활이 나아지지 않으니 너무 힘들어.,생활이 나아지지 않아서 힘드시군요. 이 상황을 극복하기 위해 어떻게 해야 좋을까요?,1
나에겐 그들의 말이 가식적으로만 들리고 하나도 위로가 안 돼.,어떻게 하면 사용자님의 기분이 나아질까요?,1
다른 곳도 암이 전이 됐을까 봐 걱정이야.,이 상황을 극복하기 위해 어떻게 해야 좋을까요?,1
나에게는 먹는 것이 중요해.,식사가 중요하시군요. 이 상황에서 할 수 있는 일에는 무엇이 있을까요?,1
웃기만 해도 오줌이 나올 때가 있어서 불편해.,어떻게 해야 상황이 조금 나아질 수 있을까요?,1
투석을 받는 날은 아침부터 끔찍한데 그걸 일주일에 세 번 해야 해.,투석을 받는 날에는 하루 종일 힘드시군요. 이 상황을 나아지게 할 수 있는 방법이 있을까요?,1
그때 조금만 관리했어도 고혈압 약을 이렇게 평생 먹지는 않았을 텐데.,미리 관리하지 못한 것 때문에 짜증나셨군요. 이 상황에서 할 수 있는 일에는 무엇이 있을까요?,1
할머니가 나를 못 알아보시니 당황스럽기도 하지만 슬프기도 해.,할머니가 가족을 못 알아보시니 마음이 안 좋겠어요. 마음이 안 좋을 땐 보통 무슨 일을 하셨어요?,1
빨리 용돈을 돌려받고 싶어. 나 지금 돈이 하나도 없단 말이야.,용돈을 빨리 돌려받고 싶으시군요. 어떻게 하면 다시 돌려받을 수 있을까요?,1
응 엄마가 이 사실을 알고서 화가 나서 나를 부른 걸까?,어머니께서 사실을 알고계실까봐 불안하시군요. 어떻게 하면 불안감을 줄일 수 있을까요?,1
응. 난 분명 말했는데 왜 오늘 다시 얘기 안 했냐고 화를 내셔서 당황스러웠어.,말씀을 드렸음에도 다시 한번 알려 주길 원했던 것 같아요. 마음이 참 억울하시겠어요.,1
응. 나는 모른다고 하고 엄마가 형이랑 대화하도록 해야겠어.,엄마와 형이 대화하도록 만들려 하시는군요.,1
응. 사람이 많은 식당이라 많이 창피하고 당황스러워.,사람들이 많은 곳에서 당황스러우실 것 같아요. 예전에는 이런 일에 어떻게 대처하셨어요?,1
응 우리 회사가 아니면 날 받아 줄 곳도 없을 텐데 말이야. 앞으로 어떻게 살아야 할지 막막해.,미래에 대한 막막함이 있으시군요. 지금 할 수 있는 일은 무엇이 있을까요?,1
남편이라면 이런 일을 저지르기 전에 나한테 먼저 상의를 해야 했던 건데.,남편 분의 행동에 서운함을 느끼신 것 같아요. 이제 어떻게 하는 것이 좋을까요?,1
예방 백신이 만들어지기 전까지는 이 상황이 끝나지 않을 것 같아서 걱정이야.,걱정을 조금 덜어내기 위해서 어떻게 하면 될까요?,1
집에만 너무 오래 있었더니 무엇인가를 할 자신이 없어.,지금의 상황을 바꾸려면 어떻게 해야 할까요?,1
친구들은 간 이식을 해 주는 걸 반대하지만 그래도 내 아버지라는 게 마음에 걸려.,현재 상황을 극복하기 위해 조언을 구할 대상은 누가 있을까요?,1
밥을 한 번도 안 산다고 그러더라고. 그런데 나는 정말 돈이 없어.,지금의 상황에서 할 수 있는 일은 무엇이 있을까요?,1
남들 보기에 내가 별로인 사람인가 봐. 너무 슬프네.,그런 감정을 변화시키려면 어떻게 해야 할까요?,1
한두 푼이 아니라 내 몇 개월 급여와 같은 금액이야.,금전적인 문제로 힘드실 것 같아요. 어떻게 하는 것이 좋을까요?,1
그렇지만 나는 지금 돈이 너무 필요해.,열심히 일하는데도 돈이 부족한 상황이군요. 어떻게 하면 지금의 상황이 조금 나아질 수 있을까요?,1
소중한 사람이 이렇게 한 번에 아프니까 마음이 아파.,현재의 감정에서 벗어나기 위해 어떻게 하면 될까요?,1
요양원은 가고 싶지 않아.,이런 상황에서 어떻게 하면 될까요?,1
몸과 마음이 절망적이야.,절망적 감정에서 벗어나려면 어떻게 하면 될까요?,1
나 때문에 고생하는 남편을 지켜 보는 게 난 더 힘들어.,지금 상황을 극복하려면 무엇을 해야 할까요?,1
치료 후에는 몸이 축 처져.,지금 상황에서 할 수 있는 것은 무엇일까요?,1
가까운 거리 가는 것도 고역이야.,가까운 거리도 움직이지 못할 만큼 힘드시군요. 이 상황에 도움을 줄 사람이 있을까요?,1
응. 항상 주위 사람들의 죽음이 나에게도 올 수 있다는 생각이 들어.,이 상황을 어떻게 하면 극복할 수 있을까요?,1
내가 얼마나 살 수 있을지 모르겠어.,얼마나 살 지 모르는 상황이시군요. 이 상황을 극복할 방법에는 무엇이 있을까요?,1
병원에는 아프고 죽는 사람이 너무 많아.,이 상황을 극복할 방법에는 무엇이 있을까요?,1
할머니를 무시하며 무례하게 행동하는 직원이 있어서 참다가 말을 했어.,어르신께 무례한 직원에게 화가 나 한 마디 하셨군요.,1
내가 우울증이 심해지면서 더 그래.,우울증으로 분노가 더 커지셨군요. 이제 어떻게 하는 것이 좋을까요?,1
잘못하면 허리를 평생 못 쓴다면서 자꾸 권유하더라고.,어떻게 하는 게 최선의 방법일까요?,1
응. 공부 다 때려 치고 싶을정도로 기분이 안 좋아.,나의 기분이 나아질 수 있는 방법이 있을까요?,1
너무 화났지. 그렇게 큰 소리도 아니었는데 이해가 안 됐어.,그런 상황에서 할 수 있는 일에는 어떤 것이 있을까요?,1
응. 나는 책을 읽는 것도 공부가 된다고 생각하는데 선생님이 너무 싫어.,지금 선생님 때문에 화난 기분이 나아지려면 어떻게 해야 할까요?,1
응 너무 열 받아. 비교할 거면 걔를 키우지 왜 나를 키우는 걸까?,화가 많이 나셨군요. 어떻게 하면 기분이 좀 나아지실 수 있을까요?,1
야자를 하는 것보단 학원 가서 수업 듣는 게 더 이득인데 왜 자꾸 강요하는지 모르겠어.,야자만 강요해서 너무 답답하겠군요. 갈등을 완화시킬 만한 방법이 있을까요?,1
응. 자기도 떠들면서 우리한테만 유난이야.,기분이 안 좋으셨겠네요. 갈등을 해결할만한 방법은 없을까요?,1
맞아. 아빠도 미대 출신 디자이너시라 꿈인데 그걸 몰라줘.,기분이 많이 상했군요. 해결할만한 방법이 없을까요?,1
응. 저번 시험에는 내가 더 잘 봤어도 그 친구를 무시하진 않았어.,친구의 행동에 화가 많이 났군요. 갈등을 해결할만한 방법이 없을까요?,1
왜 내 꿈이 성적으로 평가 받아야 하는지 모르겠어.,갈등을 해결할만한 방법이 없을까요?,1
별다른 이유는 없는 것 같은데 왜 날 따돌리는지 모르겠어.,이유를 몰라 더욱 불안하시군요. 이 상황을 해결할만한 방법이 있을까요?,1
선생님이라는 사람이 어떻게 저렇게 말할 수 있는지 모르겠어.,이 상황을 극복하기 위한 방법은 무엇이 있을까요?,1
부모님이 알면 큰일 나는데 어쩌지? 다 돌려주고 사과하기엔 자존심 상하는데.,굉장히 불안하군요. 해결할만한 방법이 있을까요?,1
혹시 무의식중에 그런 행동을 한 건 아닐까 싶기도 해.,이 상황에서 할 수 있는 일은 무엇이 있을까요?,1
응. 퇴학당해야 했는데 너무 가벼운 처벌인 것 같아.,이 상황을 해결할만한 방법이 없을까요?,1
맞아. 이게 맞는 걸까 싶기도 하고 이젠 내가 잘못한 게 아니냐는 생각도 들어.,이 상황을 해결할 방법이 없을까요?,1
어떻게 해야 할지 모르겠어. 나 때문일까 봐 죄책감이 드네.,죄책감이 드시는군요. 이 상황에서 어떻게 해야 좋을까요?,1
괴롭힌 게 아니고 장난친 건데 퇴학은 좀 심한 것 같아.,이 상황에서 어떻게 해야 좋을까요?,1
응 우리 부모님이 맞나 싶어. 마음 같아선 걔네 다 소년원 가버리면 좋겠어.,가해자들이 처벌받길 원하는데 부모님은 합의하자고 하셔서 속상하셨겠어요. 상황을 변화시키기 위해 시도할 수 있는 일이 있을까요?,1
응 경찰이 해결해 줄 거라 생각했는데 어떻게 해야 할지 모르겠어.,경찰이 해결해 줄 거라 생각하셨군요. 이 상황을 해결할만한 방법이 있을까요?,1
이러다 처자식 놔두고 먼저 가면 누가 돈을 벌어올지 모르겠어.,걱정이 되시는군요. 이 상황을 해결할만한 방법이 있을까요?,1
이러다 아내가 잘못돼서 죽는 게 아닌가 하는 생각까지 들어.,그런 기분에서 벗어날 방법이 있을까요?,1
나 혼자 남으면 어떻게 살지 막막해.,이 상황에서 할 수 있는 일에는 무엇이 있을까요?,1
내가 치매에 걸리면 가족들이 내 수발을 들어야 할 텐데 걱정이야.,가족들이 고생할까 봐 걱정이 많으시겠네요. 해결할만한 방법이 있을까요?,1
술을 끊어야 하는데 술 없이는 사는 의미가 없으니 원.,술을 끊어야 하지만 끊기가 힘드시군요. 해결할만한 방법이 있을까요?,1
나도 내가 이런 상태인 줄 몰랐는데 당혹스러워.,이 상황을 해결할 방법이 있을까요?,1
별일 없어야 할 텐데. 조만간 나한테도 발현이 되는 게 아닐까 걱정스러워.,이 상황을 해결할만한 방법이 있을까요?,1
거짓말했냐며 이혼하자고 하는데 어떻게 풀어야 할지를 모르겠어.,갈등을 해결할만한 방법이 있을까요?,1
그 의사가 내 상태를 가장 잘 알았는데 말이야.,이 상황에서 해 볼 수 있는 방법이 없을까요?,1
이식받으면 딸이 평생 불편하게 살 텐데 어떻게 해야 할지 모르겠어.,이 상황을 극복할만한 방법에는 무엇이 있을까요?,1
가족들에게 알리면 다들 걱정 많이 할 텐데 고민이야.,고민이 많으시겠어요. 이 상황을 해결할만한 방법이 있을까요?,1
남편도 같이 피고 있어서 나 혼자 끊어봤자 효과도 없을 것 같아.,혼자만 끊는다고 되는 게 아니라서 확신이 안 서는군요. 다른 방법이 없을까요?,1
이제 나 같은 건 신경 쓰지 말고 본인들 인생을 살았으면 좋겠어.,본인들 인생살기를 원하시는군요. 이 상황을 극복하기 위해 어떻게 해야 좋을까요?,1
식단을 어떻게 챙겨야 할지도 모르겠고 우울해.,우울하시군요. 이 상황을 극복할만한 방법에는 무엇이 있을까요?,1
돈이 많았더라면 누구라도 내 곁에 있었을 거야.,곁에 사람이 없어서 많이 우울하시겠어요. 다른 방법이 있을까요?,1
자식도 본인들 산다고 빠듯할 텐데 연락해보기도 미안해.,자녀 분들에게 연락해보기도 미안하시군요. 방법이 있을까요?,1
대출을 받아도 갚을 능력이 없어서 대출받기도 꺼려지네.,너무 고민이 되겠어요. 다른 방법이 없을까요?,1
부부가 모두 병을 가지게 돼서 금전적인 문제가 너무 걱정이 되네.,경제적인 문제가 걱정이 되시는군요. 이 상황을 극복하기 위한 방법에는 무엇이 있을까요?,1
응. 내가 얼마나 아끼던 노트북인데 말이야.,지금의 기분에서 조금이라도 벗어나기 위해 해 볼 수 있는 일들에는 무엇이 있을까요?,1
응. 현실적인 말인데도 불구하고 막상 이런 이야기를 들으니 너무 슬퍼.,막상 들으니 슬프시군요. 지금의 기분에서 조금이라도 벗어나기 위해 해 볼 수 있는 일들에는 무엇이 있을까요?,1
무작정 화를 내면서 말을 하는데 연애 때는 안 그랬는데 왜 이렇게 변한 건지 참 슬프네.,그런 슬픈 감정을 변화시킬만한 좋은 방안을 가지고 있을까요?,1
그냥 버려도 되는 사진인데 왜 숨겼는지 나도 잘 모르겠는데 싸우고 나니 미안하고 후회되네.,그런 후회되는 감정을 잘 해결해줄 좋은 방안들을 혹시 가지고 계신가요?,1
정말 좁은 공간에 갇혀서 무슨 사고가 일어날까 봐 가슴이 불안하고 초조해서 혼났어.,갇힌 상태라 많이 초조하고 불안했군요. 이런 상황에서 할 수 있는 일이 있을까요?,1
맞춤법 하나하나까지 다 검토해서 까다롭기로 유명한 분이거든.,그런 상황에서 초조한 감정을 없애기 위해서 취할 방안들이 있을까요?,1
친구가 좋은 사업이 있는데 돈이 필요하다고 해서 보증을 섰는데 그게 사기였던 거야.,정말 화나셨겠어요. 상황을 변화시키기 위해 시도할 수 있는 방법이 있나요?,1
퇴직 후에 우리 부부 노후 준비를 위한 자금인데 너무 계획성 없이 사용해서 답답해.,아내의 계획성 없는 사용이 화가 나게 하는군요. 어떻게 하면 지금 기분을 좋은 쪽으로 변화시킬 수 있을까요?,1
일단 처음 계약대로 해야 한다고 했고 안 지키면 법적으로 소송하겠다고 했어.,지금 이 상황을 변화시키기 위해서 해 볼 수 있는 일이 뭐가 있을까요?,1
이 년 계약인데 팔 개월 만에 실적 부진으로 해임하는 건 계약위반이야.,계약 위반에 대해 화가 나셨는데 어떻게 대처하면 좋을까요?,1
회사가 조금 어렵다고 나이가 제일 많은 나를 해고했다 하니 더욱 화가 나지. 재취업도 힘든 나이인데.,재취업도 힘든 나이라 더욱 화가 나시겠어요. 이제 어떻게 하는 것이 좋을까요?,1
감염병으로 육 개월 동안 손님이 안 오니 나는 뭘 해도 안 된다는 생각에 분노가 치밀어 오르네.,식당이 많이 어려워서 정말 힘드시겠어요. 그래도 이렇게 화가 날 때 감정을 변화시킬 수 있는 일이 있을까요?,1
애초에 안 된다고 했으면 은행권에라도 알아봤을 텐데 그 사람들 믿고 있다가 사업 시기만 늦어졌어.,지금의 상황에 도움이 될 만한 것이 무엇이 있을까요?,1
내가 말했던 그대로 자신의 것인 양 창업을 했는데 도둑맞은 것처럼 허탈하고 화가 나더라고.,도둑맞은 기분 때문에 허탈하고 화가 난 감정이군요 어떻게 하면 기분이 좀 나아지실 수 있을까요?,1
급하다고 차용증도 없이 한 달 후에 준다고 해서 빌려준 것인데 도망을 가다니 분해.,분하다는 느낌을 어떻게 하면 해결이 가능할까요?,1
